"","x"
"7171",11382.2406774994
"7172",14617.6482200962
"7173",26126.2240280684
"7174",670.724659991987
"7175",3315.8890750657
"7176",4609.70919205456
"7177",18076.930902234
"7178",12076.4340358957
"7179",12870.6749927125
"7180",5917.47542306788
"7181",15774.0527358525
"7182",5452.68836924607
"7183",20930.2274161104
"7184",22986.0408796111
"7185",1035.81375076154
"7186",11274.8646361085
"7187",5554.37234819362
"7188",6297.63135348869
"7189",20157.5854841077
"7190",5772.93916916687
"7191",17609.5159460587
"7192",31896.497329951
"7193",5482.14507767014
"7194",7514.73390894431
"7195",11610.8044564992
"7196",5533.55019591177
"7197",7891.70966618431
"7198",2657.94753605655
"7199",26621.5768117766
"7200",18500.6432268398
"7201",26687.6081121767
"7202",8068.66052682727
"7203",5648.2407335053
"7204",28094.9492471321
"7205",13623.7549988865
"7206",1695.0347812724
"7207",11657.7718222794
"7208",4197.62743839977
"7209",3764.67744909113
"7210",18784.1789824387
"7211",3397.38243394926
"7212",6760.58458022655
"7213",12166.0580790905
"7214",10435.9095952935
"7215",3842.01757163891
"7216",9728.15302845616
"7217",-1759.85528697215
"7218",93.7239126520654
"7219",31698.3152667209
"7220",10317.119702376
"7221",42129.9207646573
"7222",9454.94637895701
"7223",20903.2175377379
"7224",1255.78624657329
"7225",32043.0879811037
"7226",2889.70875146315
"7227",12675.3504172153
"7228",3931.94197460005
"7229",22504.0836896717
"7230",3867.73406418566
"7231",3454.34911479208
"7232",24187.0803946136
"7233",4499.74801685245
"7234",7645.61718275786
"7235",5058.27749510756
"7236",3992.00528019705
"7237",-2074.3626224611
"7238",28661.9098699035
"7239",35031.0590299367
"7240",1358.23352925315
"7241",11804.6885805584
"7242",29278.9132958127
"7243",22765.8837991959
"7244",15651.4801579
"7245",23491.3705361054
"7246",33440.6089080074
"7247",1291.92744413252
"7248",23470.3510104069
"7249",1982.76247713886
"7250",13666.1929222949
"7251",4063.91064911121
"7252",8096.43685885763
"7253",12579.3981186755
"7254",14352.0959943459
"7255",1477.68526950089
"7256",14034.0895817082
"7257",4892.34153815745
"7258",13881.8549012696
"7259",28004.1961062039
"7260",11443.0044690447
"7261",5814.02224775142
"7262",5944.2410308815
"7263",14833.4290640577
"7264",5748.82463323399
"7265",18141.7071617366
"7266",-1151.51809244038
"7267",13604.6760645719
"7268",9191.70839857942
"7269",9148.77523436003
"7270",3925.33463218214
"7271",7334.20412306077
"7272",5602.82766247244
"7273",6427.04962694635
"7274",5717.49852561843
"7275",5925.89127433391
"7276",1671.73116463117
"7277",15108.3983896734
"7278",2135.05565361838
"7279",20286.737199982
"7280",13743.1191409214
"7281",6591.9939934515
"7282",2489.96025948234
"7283",4762.50744236434
"7284",10739.7800651273
"7285",20219.8796837708
"7286",11862.5423042679
"7287",9691.93333014303
"7288",5474.15848081178
"7289",29283.8989324618
"7290",19477.7197127719
"7291",12467.0945193527
"7292",5532.49532915712
"7293",21581.0599970637
"7294",20538.0572024017
"7295",7794.93169619469
"7296",10005.8784339857
"7297",9214.22273965524
"7298",6065.14748745557
"7299",24814.9559991963
"7300",8714.59854697301
"7301",12486.0984825542
"7302",7586.91201215005
"7303",850.802700022993
"7304",6331.59789158107
"7305",1811.73526576999
"7306",6149.57752040021
"7307",-848.964706391812
"7308",21466.9994665377
"7309",3036.89718795849
"7310",9122.87855526135
"7311",31747.1678006256
"7312",8657.33191082727
"7313",-422.851768553906
"7314",6731.05300710158
"7315",7842.60072997039
"7316",5510.94955747919
"7317",11759.1833272013
"7318",9613.5550758063
"7319",11604.7580103226
"7320",4508.6713134771
"7321",8732.05749695429
"7322",5348.54699945047
"7323",28298.9482249249
"7324",10822.5465040476
"7325",213.186297565556
"7326",5235.616133434
"7327",18076.0208742992
"7328",1266.52986195018
"7329",3655.88579351607
"7330",19745.6008134499
"7331",21939.4658022989
"7332",11862.5423042679
"7333",23232.9533853575
"7334",5223.22186161272
"7335",19642.5891081639
"7336",4726.87178908713
"7337",9113.57920472178
"7338",17880.0614541896
"7339",19090.6822458586
"7340",14682.6822316789
"7341",18941.9496808666
"7342",12777.0415866802
"7343",12427.3016215364
"7344",19368.5911432011
"7345",4901.53624324497
"7346",8675.07158066333
"7347",5461.86459824133
"7348",16241.4392290492
"7349",3029.48577453595
"7350",10501.6689954917
"7351",1614.14306666027
"7352",4915.67390639167
"7353",9224.29253359874
"7354",419.48791751839
"7355",27630.4574832301
"7356",5067.56137065637
"7357",4075.60742766162
"7358",6691.88967126512
"7359",3927.98444033103
"7360",10336.7366685452
"7361",2413.3879711666
"7362",3453.62636372679
"7363",6597.64314336035
"7364",29778.1755964675
"7365",14766.3531424994
"7366",9588.8968153345
"7367",431.026194251431
"7368",3212.18450666083
"7369",11719.590368971
"7370",2277.32722447606
"7371",6285.31187942235
"7372",4002.57184315856
"7373",29944.5807982434
"7374",26807.3109391855
"7375",1795.19188667873
"7376",5029.73443691773
"7377",6249.09581716221
"7378",2860.18141417655
"7379",2564.28725946872
"7380",-4696.15457097984
"7381",15489.0727376501
"7382",30934.4482631725
"7383",4780.60133566371
"7384",2246.87977039236
"7385",34171.2938345347
"7386",24807.9585301326
"7387",12425.811036239
"7388",2841.89586576321
"7389",10965.5074368356
"7390",21424.3187452011
"7391",5116.5236674521
"7392",39987.6992449666
"7393",12021.7109474237
"7394",7740.93015239159
"7395",12274.7752481886
"7396",7918.30641140846
"7397",13044.0097575256
"7398",17724.1091683299
"7399",9082.4952063863
"7400",22986.0408796111
"7401",510.839482322549
"7402",18627.0232314322
"7403",14807.0882157213
"7404",16747.8711471363
"7405",3477.55139749609
"7406",8205.31135620964
"7407",4005.47135284674
"7408",21594.6810398829
"7409",5331.32065406891
"7410",5485.26574634633
"7411",10081.0477214089
"7412",27553.0902099734
"7413",10092.0921536004
"7414",5965.62919069356
"7415",-189.095722570598
"7416",35452.2647912267
"7417",2750.5558486179
"7418",12648.1433393712
"7419",7117.50287587761
"7420",14879.8514755261
"7421",3857.76753097574
"7422",9734.82489049165
"7423",-2863.54526521206
"7424",17759.9961204154
"7425",2831.49247303854
"7426",25990.7007035017
"7427",9040.34420389208
"7428",15384.7676465384
"7429",24627.967734695
"7430",3225.75357830895
"7431",11386.1175979908
"7432",712.757428018155
"7433",23744.4348368703
"7434",339.566302157963
"7435",5023.55932969628
"7436",22108.9799524144
"7437",18608.0192682307
"7438",22262.5670348508
"7439",10969.0235549207
"7440",10578.092151201
"7441",15537.5819207396
"7442",4177.97117963728
"7443",21581.0599970637
"7444",10403.8699947632
"7445",28607.9831238554
"7446",26584.7936063623
"7447",22511.6434922078
"7448",5671.64823200236
"7449",21629.1374679999
"7450",9464.03573520267
"7451",16632.222345778
"7452",24942.7094761825
"7453",4010.15740457519
"7454",1418.12211380993
"7455",5670.15764670505
"7456",5570.04114930464
"7457",21445.1891382932
"7458",27534.8965021657
"7459",-2615.92644721481
"7460",11251.9769845608
"7461",14909.2095471389
"7462",1086.99493943201
"7463",25641.1051920794
"7464",-730.974178480641
"7465",4348.2080867915
"7466",4599.41566479229
"7467",4105.36703066037
"7468",26496.9826048865
"7469",8963.70531346883
"7470",6500.57900519303
"7471",35165.1996433667
"7472",4323.32680826792
"7473",27949.0042026246
"7474",6095.36913620543
"7475",6237.15887748244
"7476",5925.84636452539
"7477",21765.0083267704
"7478",19278.4556464444
"7479",28852.1397326478
"7480",416.138590473709
"7481",3765.46859552614
"7482",10619.963031894
"7483",5312.91134617326
"7484",2386.18089332253
"7485",39861.3192403742
"7486",19079.6952938039
"7487",16679.4277405408
"7488",2925.10476410471
"7489",11349.8413326718
"7490",10385.5338735761
"7491",9163.38692099844
"7492",3648.57860886498
"7493",3153.93105117172
"7494",13455.0375147442
"7495",1041.68980103999
"7496",33940.216578676
"7497",1726.79203599672
"7498",3948.64509711041
"7499",9592.47652121528
"7500",12862.8733054412
"7501",11035.7765029878
"7502",26161.1468109151
"7503",7247.37623945118
"7504",10776.7042837566
"7505",20866.8791407071
"7506",1826.0405435889
"7507",6079.43344696186
"7508",5453.38123236493
"7509",17425.567616352
"7510",18183.0347636747
"7511",10615.0148687739
"7512",5859.19894158444
"7513",1166.81951307804
"7514",8411.86032434887
"7515",14363.9829559224
"7516",10324.6901341611
"7517",27333.2659342466
"7518",8404.29502219646
"7519",13205.9307482484
"7520",14491.2488971912
"7521",3029.48577453595
"7522",6524.50403896234
"7523",25390.9681313656
"7524",3900.32796613106
"7525",23602.952123196
"7526",2706.38454198406
"7527",7454.16731687051
"7528",26151.7314877407
"7529",14359.5483177131
"7530",8037.94172380687
"7531",19527.760916764
"7532",12134.8816738859
"7533",4400.57509010411
"7534",2615.10119463109
"7535",8675.57712494534
"7536",16002.8618850389
"7537",14065.9414142757
"7538",18730.8775687052
"7539",4564.00083110186
"7540",2347.6192017575
"7541",24999.8885075609
"7542",14114.2585452551
"7543",7765.32966159191
"7544",24852.2438448817
"7545",29112.0780247114
"7546",9115.35143413923
"7547",9833.68888445613
"7548",30982.6020307982
"7549",7523.58497689723
"7550",6074.42115754661
"7551",17863.8550079466
"7552",0.928241712774707
"7553",36314.6772510229
"7554",12870.890316588
"7555",26389.6065634955
"7556",4137.88789326395
"7557",18225.9849456707
"7558",12675.3504172153
"7559",3708.20456199194
"7560",4287.11805755932
"7561",5741.89803481874
"7562",32086.985183435
"7563",18783.5966564799
"7564",8288.81376399743
"7565",4562.00239369514
"7566",6603.84332836396
"7567",21296.9751476783
"7568",5355.567923149
"7569",31845.1207242309
"7570",11396.1273448305
"7571",6653.20853883565
"7572",7050.65501149169
"7573",5853.16240575964
"7574",2603.37283669805
"7575",12149.0128877676
"7576",3187.71761169586
"7577",30217.520662873
"7578",213.186297565556
"7579",1199.9216381999
"7580",27699.9681899162
"7581",13702.507863613
"7582",23129.6614288377
"7583",12410.8505895752
"7584",6875.416938875
"7585",3472.63032692829
"7586",8963.70531346883
"7587",25753.4735810573
"7588",3796.52928165863
"7589",1427.29522726543
"7590",1919.11130716089
"7591",5317.03469456262
"7592",4938.85687078306
"7593",384.538273759865
"7594",5760.90199802024
"7595",22534.2114492265
"7596",3897.92748464089
"7597",11616.6308990537
"7598",7621.16415805343
"7599",5348.54699945047
"7600",6735.17203687308
"7601",23892.1744158683
"7602",3575.89465009922
"7603",-1937.70145350245
"7604",23149.1591857828
"7605",1059.98089381093
"7606",240.393375409623
"7607",4235.10071943895
"7608",28014.1626394138
"7609",33581.9799215171
"7610",16248.2971186219
"7611",9711.75511580897
"7612",5881.19915774891
"7613",32882.7828604048
"7614",12842.3535151315
"7615",6085.39518503173
"7616",7202.7290326747
"7617",29899.785371382
"7618",29976.0774084639
"7619",2564.28725946872
"7620",2978.35366292258
"7621",9410.60278289815
"7622",4651.8968357904
"7623",12458.7235778952
"7624",8214.70271651196
"7625",15613.0522607524
"7626",13981.5254470421
"7627",6052.2263691178
"7628",37690.0472919817
"7629",1174.46692038136
"7630",5376.80894404918
"7631",-1952.00673132137
"7632",1177.22957921659
"7633",4919.24869422693
"7634",7036.46294118055
"7635",3891.65909795496
"7636",7573.87699730542
"7637",28894.9880686566
"7638",15970.3205396255
"7639",13281.5072788706
"7640",4439.40620981245
"7641",2416.4801273213
"7642",5162.13183238053
"7643",34992.7253682454
"7644",5477.05799049996
"7645",4961.45750921565
"7646",13765.719779354
"7647",4407.25957923927
"7648",4362.28555624801
"7649",6776.46787475186
"7650",1891.90422931682
"7651",8489.05025683607
"7652",668.901270006235
"7653",14728.7425087198
"7654",6740.32667719263
"7655",3543.26019548679
"7656",19108.6881693502
"7657",9605.79713731643
"7658",2821.61241106
"7659",4971.51815849312
"7660",8440.5147205096
"7661",10182.2550624912
"7662",7103.16583207769
"7663",24620.745823436
"7664",2189.3114452781
"7665",2534.65237606734
"7666",8275.94122476813
"7667",38392.9186040888
"7668",2202.23256361587
"7669",32487.1085216591
"7670",-1706.4659630478
"7671",5370.42401848697
"7672",3763.95469802584
"7673",8392.445687284
"7674",5477.78074156525
"7675",34115.4364111749
"7676",6998.60967268371
"7677",7557.70457375023
"7678",20274.6030608307
"7679",7443.80154483628
"7680",2485.05219883854
"7681",6254.15428972833
"7682",23701.4846548743
"7683",2229.43964145994
"7684",6842.54807826399
"7685",15440.5177825723
"7686",18343.9019749772
"7687",18316.6948971332
"7688",29343.776442682
"7689",8708.8930831609
"7690",12521.7633347788
"7691",4745.95072340179
"7692",990.336869839846
"7693",3517.07794940651
"7694",21243.9071193072
"7695",29996.8546569107
"7696",9630.38266123724
"7697",6875.11524990649
"7698",4431.40152730621
"7699",12171.718633094
"7700",5600.09810499478
"7701",7200.1463514077
"7702",10267.0768992383
"7703",3554.50622019842
"7704",14065.1359593533
"7705",9095.67662477873
"7706",9410.10898915453
"7707",32483.8191660328
"7708",10294.5190639434
"7709",14917.2281487078
"7710",13765.719779354
"7711",7799.41141159714
"7712",12395.0790386063
"7713",853.356006352206
"7714",7725.74092738154
"7715",28026.6558572389
"7716",8551.41695702307
"7717",10868.964691496
"7718",2449.60403342672
"7719",11934.0856666193
"7720",12226.1924333729
"7721",24236.4435632323
"7722",16231.5030049782
"7723",14418.5649384254
"7724",3013.76849661302
"7725",12199.3139150529
"7726",2435.55906163596
"7727",8043.96366493557
"7728",13828.1202073316
"7729",5742.19538751012
"7730",28306.934328828
"7731",21003.2330964732
"7732",28321.4553751953
"7733",19435.2054586041
"7734",-2742.17755003491
"7735",2534.65237606734
"7736",10864.6656880826
"7737",12170.5953893717
"7738",22029.5081544104
"7739",24983.7886952514
"7740",7523.81300677101
"7741",9864.03232493721
"7742",26693.9571598247
"7743",5312.91134617326
"7744",9237.72554619954
"7745",10532.7296816242
"7746",5744.70560346249
"7747",2982.33673205586
"7748",995.190657437733
"7749",13579.3087307556
"7750",4396.69140175793
"7751",7303.91752192008
"7752",-4675.35573090098
"7753",6052.2263691178
"7754",9949.22304296271
"7755",25871.6458298033
"7756",32921.6036246267
"7757",11420.8096806159
"7758",22702.5008527307
"7759",9605.79713731643
"7760",1912.15192689298
"7761",21424.3187452011
"7762",9448.07170679584
"7763",5775.06685073267
"7764",12854.877575077
"7765",9884.06460617354
"7766",12881.2022198116
"7767",14786.7780751553
"7768",39786.2077873291
"7769",30636.6956771976
"7770",7610.9085687331
"7771",12907.5119519206
"7772",3780.84987264633
"7773",1082.88674210669
"7774",5464.43422485357
"7775",6073.00523208446
"7776",16089.2155394368
"7777",22894.5809875176
"7778",11215.1875224132
"7779",31352.0924358036
"7780",17718.3079129117
"7781",7714.68793489291
"7782",19615.3820303198
"7783",7737.59026229401
"7784",8853.05858669938
"7785",18960.3752636048
"7786",5618.60585010391
"7787",9147.65364317548
"7788",7541.7925976749
"7789",206.008014686771
"7790",7733.63533063652
"7791",12884.1885624228
"7792",6109.79469423204
"7793",6681.6278252115
"7794",15522.2006436194
"7795",10380.3891036532
"7796",25767.8664636435
"7797",17122.2949674308
"7798",23585.1481329558
"7799",15276.2395996745
"7800",1811.73526576999
"7801",11698.4297373036
"7802",10558.4461741709
"7803",9187.83368896957
"7804",26419.3819985359
"7805",24438.2047836374
"7806",27359.4796887666
"7807",2915.4252440099
"7808",6430.69120601244
"7809",4002.12729550058
"7810",7733.63533063652
"7811",5955.44839912816
"7812",32951.9028586255
"7813",10674.5643327097
"7814",19081.4810915061
"7815",29685.4308845966
"7816",19569.5370655857
"7817",6866.93230358263
"7818",12021.7109474237
"7819",13529.0167103474
"7820",25811.0419061715
"7821",25798.9953717875
"7822",19599.8455335292
"7823",4563.61956413024
"7824",9745.24243201974
"7825",9175.82627001294
"7826",7036.46294118055
"7827",2908.46586374199
"7828",505.855264599991
"7829",4894.85175410982
"7830",6868.47566460634
"7831",3849.47217036207
"7832",5880.3694836037
"7833",4829.08298470072
"7834",5731.14239502148
"7835",10612.1757207475
"7836",5110.03230223687
"7837",14694.7579305358
"7838",5743.20546677865
"7839",34690.3694483674
"7840",3189.5090704733
"7841",982.129113993474
"7842",7418.77729270259
"7843",4452.05500610068
"7844",10738.0301737462
"7845",2299.89518149475
"7846",7189.08516327164
"7847",10457.3067619826
"7848",11236.8613509093
"7849",1387.51401561709
"7850",24719.6714019979
"7851",15279.4256010422
"7852",11498.5035601162
"7853",12938.7705449258
"7854",4697.34021596216
"7855",34835.2613653176
"7856",16869.9617867369
"7857",22087.0764795247
"7858",8252.79684374861
"7859",19469.2315565849
"7860",396.753360300601
"7861",6784.97975314973
"7862",12252.174609756
"7863",18463.8600214256
"7864",4834.73213460958
"7865",6664.44725199575
"7866",6850.13818993891
"7867",7042.11209108941
"7868",5094.76844850044
"7869",13949.6681090607
"7870",14420.6512715149
"7871",5717.49852561843
"7872",5604.31824776976
"7873",29759.6853688444
"7874",17142.5657950344
"7875",12566.0523407969
"7876",34810.2928656471
"7877",14491.2488971912
"7878",8780.37462793363
"7879",27016.6754016725
"7880",18081.570479426
"7881",9294.18033277932
"7882",34065.4535565318
"7883",33338.6976676968
"7884",22927.8246011865
"7885",10457.3067619826
"7886",4177.34705940971
"7887",9103.79962094669
"7888",8719.9207210042
"7889",4300.75885124923
"7890",33171.2953538801
"7891",1138.87036585606
"7892",4512.55315798753
"7893",23178.5758854706
"7894",9483.24809355254
"7895",25485.8259680947
"7896",6191.27108973879
"7897",4273.55177340517
"7898",37493.1553679811
"7899",2834.02600119389
"7900",7989.06081746673
"7901",14934.995093855
"7902",24719.6714019979
"7903",7514.54984144427
"7904",17117.1083751445
"7905",10225.0830955654
"7906",22986.0408796111
"7907",8779.75698376218
"7908",28765.6892360634
"7909",34835.2613653176
"7910",18538.1121507375
"7911",8898.54687667966
"7912",5154.67950901336
"7913",-217.290976377243
"7914",31093.0209822582
"7915",8227.91199464222
"7916",13163.7153240787
"7917",1315.11040852392
"7918",11907.4962329467
"7919",3074.28120139736
"7920",419.48791751839
"7921",6449.95195434745
"7922",7405.60807661108
"7923",3380.0969854801
"7924",19838.0892510631
"7925",8708.8930831609
"7926",2274.08684823642
"7927",4638.50540927021
"7928",31016.3515581511
"7929",19031.1053697887
"7930",17115.6177898472
"7931",7852.425223554
"7932",13541.2602360192
"7933",8596.42629822697
"7934",4066.08258803005
"7935",24631.0076694896
"7936",8411.86032434887
"7937",19740.747025852
"7938",114.141485759321
"7939",10732.1326578239
"7940",28988.004777754
"7941",6899.81211179818
"7942",7081.01625876187
"7943",5600.65836035234
"7944",35376.4152539762
"7945",-1258.89413383129
"7946",10481.6533950178
"7947",4840.93231961319
"7948",32605.2807704051
"7949",2724.51753403534
"7950",3867.73406418566
"7951",9523.10063408789
"7952",5137.11047830863
"7953",24767.9558515634
"7954",33390.3860676104
"7955",2045.49131175329
"7956",362.749266549358
"7957",32929.4613692556
"7958",2654.9046259875
"7959",12736.1393705381
"7960",13837.0818889894
"7961",17240.2068493759
"7962",5020.79516984112
"7963",5661.7290712719
"7964",45029.4608211778
"7965",-4814.50863374622
"7966",27581.1075432113
"7967",2534.65237606734
"7968",15565.1555744729
"7969",10431.9520610245
"7970",12724.4302290917
"7971",8064.82910712194
"7972",22481.4933908154
"7973",15130.1894482732
"7974",6052.2263691178
"7975",972.930241657368
"7976",5386.9224937432
"7977",21815.5878711694
"7978",3025.84419546986
"7979",6149.57752040021
"7980",8377.78588589518
"7981",6623.59225877598
"7982",14388.2371919052
"7983",32158.0900311274
"7984",6588.95572458624
"7985",5697.25082804226
"7986",5347.05641415315
"7987",1128.07415850093
"7988",2060.10259968663
"7989",59.487955772032
"7990",5477.78074156525
"7991",26615.8776046978
"7992",2859.1006532703
"7993",23279.9365969122
"7994",4268.10667639403
"7995",4339.72472091511
"7996",4685.02074189582
"7997",25465.7458851908
"7998",5554.89378604702
"7999",8890.3639303558
"8000",6089.51421480322
"8001",4086.36306745887
"8002",22381.7463337557
"8003",8806.96406160624
"8004",11522.9832495656
"8005",18213.6831918472
"8006",17086.0862167222
"8007",3105.4757368929
"8008",6694.80849926593
"8009",13607.0290054283
"8010",6057.13237807571
"8011",11605.7921670839
"8012",21905.8644738951
"8013",2718.60070577398
"8014",10848.9324102596
"8015",4439.91175409447
"8016",9067.65842338746
"8017",7258.97296245223
"8018",-350.849263848435
"8019",10392.0692301048
"8020",1825.65927661729
"8021",875.835364632707
"8022",4041.37049066873
"8023",19825.898678769
"8024",6213.61897020037
"8025",7622.75790364556
"8026",22929.8373193907
"8027",20489.6894928902
"8028",9811.90155779768
"8029",11773.3721509163
"8030",20884.7932301475
"8031",9471.69628036
"8032",5331.32065406891
"8033",-1706.4659630478
"8034",11109.9952407165
"8035",8900.06077417996
"8036",14099.8656626689
"8037",10755.5051243789
"8038",17176.221713479
"8039",6852.5146114739
"8040",20506.9617950076
"8041",30647.6252245926
"8042",23018.6930544663
"8043",26642.0630359993
"8044",4371.05082853067
"8045",3742.09612897116
"8046",8227.91199464222
"8047",21581.0599970637
"8048",2045.49131175329
"8049",5280.48589514691
"8050",5755.38552462694
"8051",15601.8135475923
"8052",8279.21193307054
"8053",30792.0526154069
"8054",5446.08641060985
"8055",13567.8849879045
"8056",1583.78181939008
"8057",9397.18787081676
"8058",21776.4438536456
"8059",4591.20790894592
"8060",26087.4459920774
"8061",7805.11248776008
"8062",4542.92345938048
"8063",24961.1880568188
"8064",9347.33525070509
"8065",3024.6396750813
"8066",21156.4376445231
"8067",27175.53135906
"8068",26313.0342751798
"8069",1524.2696864953
"8070",2567.77628217275
"8071",1786.01877322323
"8072",10861.4796867149
"8073",12503.3390271884
"8074",7075.95875423363
"8075",34856.5039066926
"8076",19865.2963289071
"8077",23049.0050556509
"8078",11953.240032671
"8079",1921.13151086174
"8080",8053.50350426189
"8081",23120.8593402714
"8082",-1329.03020864616
"8083",5417.17248165633
"8084",-2201.81874675594
"8085",12525.292674375
"8086",11736.5741284717
"8087",4559.6663889169
"8088",2567.77628217275
"8089",2570.12922302918
"8090",8393.57911221267
"8091",9587.02745971236
"8092",18918.3476025298
"8093",15031.2886792338
"8094",2506.33766738285
"8095",15239.8614883683
"8096",5665.69237193506
"8097",1070.50583338669
"8098",2864.61637914396
"8099",8747.45477472593
"8100",6173.36605442116
"8101",1327.43547455048
"8102",14349.4221064554
"8103",1870.21185022274
"8104",9293.40850465694
"8105",6045.22890005409
"8106",2724.51753403534
"8107",1350.76784278469
"8108",1866.95539764387
"8109",4557.3163419667
"8110",25654.5286841827
"8111",7582.47792483307
"8112",7995.50835065675
"8113",5198.22812013126
"8114",29778.1755964675
"8115",979.22960430529
"8116",6242.40843412083
"8117",26332.0382383813
"8118",105.810256174655
"8119",7966.21807572756
"8120",15394.3067415267
"8121",8903.86905071085
"8122",4216.62676039746
"8123",-364.709283346252
"8124",3223.11362433742
"8125",14438.292088581
"8126",27939.0376694147
"8127",20616.2575027453
"8128",4416.21230229616
"8129",7983.2144680863
"8130",6128.57062755976
"8131",21170.8641705876
"8132",13328.7071488825
"8133",14682.6822316789
"8134",1001.20804830813
"8135",10593.6225609276
"8136",5572.36140874717
"8137",9764.36177916476
"8138",1891.90422931682
"8139",12892.9972816781
"8140",2614.77642980565
"8141",15423.8098180749
"8142",784.035249887011
"8143",29868.656463238
"8144",5648.93369706292
"8145",-2970.92130660296
"8146",2703.44016231396
"8147",26091.3714260243
"8148",23021.6765328883
"8149",20193.66643641
"8150",10884.9469320252
"8151",3180.31019813719
"8152",21560.8936957016
"8153",7627.59237293083
"8154",11355.0335996553
"8155",9618.63680562974
"8156",4744.46013810447
"8157",12458.7235778952
"8158",6776.46787475186
"8159",27536.464672712
"8160",4398.78363132668
"8161",23585.6536772378
"8162",17200.9459875047
"8163",4148.74653205963
"8164",4564.00083110186
"8165",21689.2036993284
"8166",10399.6365908811
"8167",8412.47796852032
"8168",5452.0642490185
"8169",22603.5479319592
"8170",9528.99189327683
"8171",2722.51909662862
"8172",21536.7220757021
"8173",-2798.38419162415
"8174",4324.72298377045
"8175",11835.8226360638
"8176",8437.12644042687
"8177",14483.6691021687
"8178",9921.82578209264
"8179",1304.68570351143
"8180",24669.7861004724
"8181",4370.46850257187
"8182",25761.9569469336
"8183",3694.83872696764
"8184",26359.2453162254
"8185",15281.4614487986
"8186",12202.9772260992
"8187",33671.0725703397
"8188",4591.20790894592
"8189",17450.5945960528
"8190",16130.1000603533
"8191",17680.753966805
"8192",2483.79860139288
"8193",20781.511125961
"8194",22002.0464168284
"8195",10776.9280846853
"8196",17121.6674969304
"8197",10205.8553314351
"8198",10812.3016213708
"8199",4332.42989916003
"8200",14550.3541817004
"8201",5781.68086098691
"8202",28717.3887865979
"8203",7354.75228084208
"8204",7063.42790974452
"8205",14866.5978799717
"8206",9914.53096033757
"8207",23286.4026807002
"8208",-2278.39103507169
"8209",23771.6419147144
"8210",14398.4564830861
"8211",5349.60186620512
"8212",26390.9236472807
"8213",3638.29744449873
"8214",23930.1165283214
"8215",25915.6060426415
"8216",24959.6198862726
"8217",1713.81071460011
"8218",3059.29028734322
"8219",6520.59206099574
"8220",18343.9019749772
"8221",11662.1361524108
"8222",16338.2171990388
"8223",-780.084729214386
"8224",852.84959971289
"8225",12046.4906339746
"8226",1654.41168794859
"8227",-422.851768553906
"8228",-672.663783988481
"8229",20036.9251845474
"8230",14478.7016207359
"8231",196.843977461504
"8232",-705.787690093896
"8233",9745.25929687226
"8234",6246.74287630579
"8235",1910.90819251832
"8236",3926.32280814472
"8237",4652.69445753009
"8238",3296.8851118642
"8239",4554.74008558043
"8240",28532.8581309324
"8241",18761.6063506672
"8242",-234.879325394586
"8243",30485.8990255243
"8244",22083.539775712
"8245",14043.2025925437
"8246",-866.553055409155
"8247",3508.29517915286
"8248",18124.375625969
"8249",11853.5694868986
"8250",6178.86264796797
"8251",5857.927298591
"8252",2878.1046164718
"8253",5652.95266315415
"8254",9684.19281561793
"8255",4119.1307809851
"8256",11273.2690443561
"8257",14755.6635431361
"8258",9128.23900611061
"8259",9699.49863229544
"8260",1346.74372933202
"8261",10370.1335143329
"8262",3453.62636372679
"8263",3018.6222842109
"8264",23157.3404130295
"8265",12858.5708425217
"8266",13608.1742207119
"8267",10403.8699947632
"8268",5257.73612410787
"8269",9454.94637895701
"8270",4203.2435295247
"8271",12827.23788148
"8272",42973.60658261
"8273",15809.0149646925
"8274",31238.3483825942
"8275",3454.39402460059
"8276",24980.5834684501
"8277",24300.3988557618
"8278",4412.70467625041
"8279",13829.2482379138
"8280",22581.9354694892
"8281",33747.5397517616
"8282",5939.91269814681
"8283",10049.9806864502
"8284",27677.2375598906
"8285",7865.48676699825
"8286",5358.88574175393
"8287",6875.11524990649
"8288",2075.85255902347
"8289",785.525835184326
"8290",2366.69813607216
"8291",5788.88422164786
"8292",2757.16970889054
"8293",25528.1486795903
"8294",8780.6983883948
"8295",28283.3068167786
"8296",27459.0469649153
"8297",9165.56442395932
"8298",6924.27500689928
"8299",23872.6137122304
"8300",22136.888055317
"8301",32268.1593674902
"8302",7025.40766116853
"8303",1924.47140095933
"8304",6137.04668188462
"8305",13384.5189841566
"8306",23443.08608654
"8307",2504.36045362009
"8308",5494.72082599425
"8309",14940.3429929137
"8310",1581.27160343772
"8311",32384.6462392845
"8312",14604.586676652
"8313",8675.07158066333
"8314",11540.5712873049
"8315",8145.80206932932
"8316",3622.3813011748
"8317",6678.58491514244
"8318",19856.2599260392
"8319",4289.08733049324
"8320",13342.9117121748
"8321",28852.1397326478
"8322",14768.2873087825
"8323",3489.87087156244
"8324",1405.20099547216
"8325",1270.55397540284
"8326",8136.03388964896
"8327",3707.71076824832
"8328",43194.9898135266
"8329",5510.94955747919
"8330",24775.671556566
"8331",5748.82463323399
"8332",21939.4658022989
"8333",18762.6407097807
"8334",6380.83858590078
"8335",8544.29408666942
"8336",5029.73443691773
"8337",6124.20639786713
"8338",12590.4511111642
"8339",11251.9769845608
"8340",27892.9686679955
"8341",7898.39415531947
"8342",1764.44810502198
